SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
13532,Shell Cove,107,Illawarra,1,100
13533,Shellharbour,107,Illawarra,1,100
13534,Shellharbour City Centre,107,Illawarra,1,100
13535,Shelly Beach (NSW),102,Central Coast,1,100
13536,Sherwood (Clarence Valley - NSW),104,Coffs Harbour - Grafton,1,100
13537,Sherwood (Kempsey - NSW),108,Mid North Coast,1,100
13538,Sherwood (Kyogle - NSW),112,Richmond - Tweed,1,100
13539,Shoal Bay (NSW),106,Hunter Valley exc Newcastle,1,100
13540,Shoalhaven Heads,114,Southern Highlands and Shoalhaven,1,100
13541,Shooters Hill,103,Central West,1,100
13542,Shortland,111,Newcastle and Lake Macquarie,1,100
13543,Silent Grove,110,New England and North West,1,100
13544,Silverdale (NSW),124,Sydney - Outer West and Blue Mountains,1,99.9999997
13545,Silverton (NSW),105,Far West and Orana,1,100
13546,Silverwater (Lake Macquarie - NSW),111,Newcastle and Lake Macquarie,1,100
13547,Silverwater (Parramatta - NSW),125,Sydney - Parramatta,1,100
13548,Simpkins Creek,112,Richmond - Tweed,1,100
13549,Singleton (NSW),106,Hunter Valley exc Newcastle,1,100
13550,Singleton Heights,106,Hunter Valley exc Newcastle,1,100
13551,Singleton Military Area,106,Hunter Valley exc Newcastle,1,100
13552,Singletons Mill,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13553,Six Mile Swamp,112,Richmond - Tweed,1,100
13554,Skennars Head,112,Richmond - Tweed,1,100
13555,Skillion Flat,108,Mid North Coast,1,100
13556,Skinners Shoot,112,Richmond - Tweed,1,100
13557,Sleepy Hollow,112,Richmond - Tweed,1,100
13558,Smeaton Grange,123,Sydney - Outer South West,1,100
13559,Smithfield (NSW),125,Sydney - Parramatta,0.0005009,0.050089
13559,Smithfield (NSW),127,Sydney - South West,0.9994991,99.949911
13560,Smiths Creek (Clarence Valley - NSW),104,Coffs Harbour - Grafton,1,100
13561,Smiths Creek (Kyogle - NSW),112,Richmond - Tweed,1,100
13562,Smiths Creek (Tweed - NSW),112,Richmond - Tweed,1,100
13563,Smiths Lake,108,Mid North Coast,1,100
13564,Smithtown,108,Mid North Coast,1,100
13565,Snakes Plain,105,Far West and Orana,1,100
13566,Snowball,101,Capital Region,1,100
13567,Snowy Plain,101,Capital Region,1,100
13568,Sodwalls,103,Central West,1,100
13569,Sofala,103,Central West,1,100
13570,Soldiers Point,106,Hunter Valley exc Newcastle,1,100
13571,Somersby,102,Central Coast,1,100
13572,Somerton (NSW),110,New England and North West,1,100
13573,South Albury,109,Murray,1,100
13574,South Arm (Clarence Valley - NSW),104,Coffs Harbour - Grafton,1,100
13575,South Arm (Nambucca - NSW),108,Mid North Coast,1,100
13576,South Ballina,112,Richmond - Tweed,1,100
13577,South Bathurst,103,Central West,1,100
13578,South Bowenfels,103,Central West,1,100
13579,South Coogee,118,Sydney - Eastern Suburbs,1,100
13580,South Durras,101,Capital Region,1,100
13581,South Golden Beach,112,Richmond - Tweed,1,100
13582,South Grafton,104,Coffs Harbour - Grafton,1,100
13583,South Granville,125,Sydney - Parramatta,1,100
13584,South Gundagai,113,Riverina,1,100
13585,South Gundurimba,112,Richmond - Tweed,1,100
13586,South Guyra,110,New England and North West,1,100
13587,South Hurstville,119,Sydney - Inner South West,1,100
13588,South Kempsey,108,Mid North Coast,1,100
13589,South Lismore,112,Richmond - Tweed,1,100
13590,South Littleton,103,Central West,1,100
13591,South Maitland,106,Hunter Valley exc Newcastle,1,100
13592,South Maroota,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13593,South Murwillumbah,112,Richmond - Tweed,1,100
13594,South Nowra,114,Southern Highlands and Shoalhaven,1,100
13595,South Pambula,101,Capital Region,1,100
13596,South Penrith,124,Sydney - Outer West and Blue Mountains,1,100
13597,South Tamworth,110,New England and North West,1,100
13598,South Turramurra,121,Sydney - North Sydney and Hornsby,1,100
13599,South Wentworthville,125,Sydney - Parramatta,1,100
13600,South West Rocks,108,Mid North Coast,1,100
13601,South Windsor,124,Sydney - Outer West and Blue Mountains,1,100
13602,South Wolumla,101,Capital Region,1,100
13603,Southampton (NSW),104,Coffs Harbour - Grafton,1,100
13604,Southgate,104,Coffs Harbour - Grafton,1,100
13605,Speers Point,111,Newcastle and Lake Macquarie,1,100
13606,Speewa,109,Murray,1,100
13607,Spencer,102,Central Coast,1,100
13608,Spicers Creek,105,Far West and Orana,1,100
13609,Spicketts Creek,104,Coffs Harbour - Grafton,1,100
13610,Splitters Creek,109,Murray,1,100
13611,Spring Creek (NSW),103,Central West,1,100
13612,Spring Farm (NSW),123,Sydney - Outer South West,1,100
13613,Spring Flat,103,Central West,1,100
13614,Spring Grove,112,Richmond - Tweed,1,100
13615,Spring Hill (Cabonne - NSW),103,Central West,1,100
13616,Spring Hill (Wollongong - NSW),107,Illawarra,1,100
13617,Spring Mountain (NSW),110,New England and North West,1,100
13618,Spring Plains,110,New England and North West,1,100
13619,Spring Ridge,110,New England and North West,1,100
13620,Spring Terrace,103,Central West,1,100
13621,Springdale (NSW),113,Riverina,1,100
13622,Springdale Heights,109,Murray,1,100
13623,Springfield (Central Coast - NSW),102,Central Coast,1,100
13624,Springfield (Snowy Monaro Regional - NSW),101,Capital Region,1,100
13625,Springrange,101,Capital Region,1,100
13626,Springside (NSW),103,Central West,1,100
13627,Springvale (Lithgow - NSW),103,Central West,1,100
13628,Springvale (Wagga Wagga - NSW),113,Riverina,1,100
13629,Springwood (NSW),124,Sydney - Outer West and Blue Mountains,1,100
13630,St Albans (NSW),115,Sydney - Baulkham Hills and Hawkesbury,1,100
13631,St Andrews (NSW),123,Sydney - Outer South West,1,100
13632,St Clair (Penrith - NSW),124,Sydney - Outer West and Blue Mountains,1,100
13633,St Clair (Singleton - NSW),106,Hunter Valley exc Newcastle,1,100
13634,St Fillans,103,Central West,1,100
13635,St George (NSW),114,Southern Highlands and Shoalhaven,1,100
13636,St Georges Basin,114,Southern Highlands and Shoalhaven,1,100
13637,St Helens Park,123,Sydney - Outer South West,1,100
13638,St Huberts Island,102,Central Coast,1,100
13639,St Ives (NSW),121,Sydney - North Sydney and Hornsby,1,100
13640,St Ives Chase,121,Sydney - North Sydney and Hornsby,1,100
13641,St Johns Park,127,Sydney - South West,1,100
13642,St Leonards (NSW),121,Sydney - North Sydney and Hornsby,1,100
13643,St Marys (NSW),124,Sydney - Outer West and Blue Mountains,1,100
13644,St Peters (NSW),117,Sydney - City and Inner South,1,100
13645,Stanborough,110,New England and North West,1,100
13646,Stanbridge,113,Riverina,1,100
13647,Stanford Merthyr,106,Hunter Valley exc Newcastle,1,100
13648,Stanhope (NSW),106,Hunter Valley exc Newcastle,1,100
13649,Stanhope Gardens,116,Sydney - Blacktown,1,100
13650,Stanmore (NSW),117,Sydney - City and Inner South,1,100
13651,Stannifer,110,New England and North West,1,100
13652,Stannum,110,New England and North West,1,100
13653,Stanwell Park,107,Illawarra,1,100
13654,Stanwell Tops,107,Illawarra,1,100
13655,State Mine Gully,103,Central West,1,100
13656,Steam Plains,109,Murray,0.999998,99.9998
13657,Steeple Flat,101,Capital Region,1,100
13658,Stewarts Brook,106,Hunter Valley exc Newcastle,1,100
13659,Stewarts River,108,Mid North Coast,1,100
13660,Stockinbingal,113,Riverina,1,100
13661,Stockrington,106,Hunter Valley exc Newcastle,1,100
13662,Stockton (NSW),111,Newcastle and Lake Macquarie,1,100
13663,Stockyard Creek (NSW),104,Coffs Harbour - Grafton,1,100
13664,Stokers Siding,112,Richmond - Tweed,1,100
13665,Stonehenge (NSW),110,New England and North West,1,100
13666,Stonequarry,101,Capital Region,1,100
13667,Stony Chute,112,Richmond - Tweed,1,100
13668,Stony Creek (Bega Valley - NSW),101,Capital Region,1,100
13669,Stony Creek (Mid-Western Regional - NSW),103,Central West,1,100
13670,Stony Crossing,109,Murray,1,100
13671,Stotts Creek,112,Richmond - Tweed,1,100
13672,Stratford (NSW),108,Mid North Coast,1,100
13673,Strathcedar,108,Mid North Coast,1,100
13674,Stratheden,112,Richmond - Tweed,1,100
13675,Strathfield (NSW),120,Sydney - Inner West,1,100
13676,Strathfield South,120,Sydney - Inner West,1,100
13677,Stroud,108,Mid North Coast,1,100
13678,Stroud Hill,106,Hunter Valley exc Newcastle,1,100
13679,Stroud Road,108,Mid North Coast,1,100
13680,Stuart Town,105,Far West and Orana,1,100
13681,Stuarts Point,108,Mid North Coast,1,100
13682,Stubbo,103,Central West,1,100
13683,Stud Park,109,Murray,1,100
13684,Suffolk Park,112,Richmond - Tweed,1,100
13685,Sugarloaf (NSW),106,Hunter Valley exc Newcastle,1,100
13686,Summer Hill (Dungog - NSW),106,Hunter Valley exc Newcastle,1,100
13687,Summer Hill (Inner West - NSW),120,Sydney - Inner West,1,100
13688,Summer Hill Creek,103,Central West,1,100
13689,Summer Island,108,Mid North Coast,1,100
13690,Summerland Point,102,Central Coast,1,100
13691,Sun Valley (NSW),124,Sydney - Outer West and Blue Mountains,1,100
13692,Sunny Corner,103,Central West,1,100
13693,Sunset Strip (NSW),105,Far West and Orana,1,100
13694,Sunshine (NSW),111,Newcastle and Lake Macquarie,1,100
13695,Sunshine Bay,101,Capital Region,1,100
13696,Suntop,105,Far West and Orana,1,100
13697,Surf Beach (NSW),101,Capital Region,1,100
13698,Surfside,101,Capital Region,1,100
13699,Surry Hills,117,Sydney - City and Inner South,1,100
13700,Sussex Inlet,114,Southern Highlands and Shoalhaven,1,100
13701,Sutherland (NSW),128,Sydney - Sutherland,1,100
13702,Sutton (NSW),101,Capital Region,1,100
13703,Sutton Forest,114,Southern Highlands and Shoalhaven,1,100
13704,Swan Bay (Port Stephens - NSW),106,Hunter Valley exc Newcastle,1,100
13705,Swan Bay (Richmond Valley - NSW),112,Richmond - Tweed,1,100
13706,Swan Creek (NSW),104,Coffs Harbour - Grafton,1,100
13707,Swan Vale,110,New England and North West,1,100
13708,Swanbrook,110,New England and North West,1,100
13709,Swanhaven,114,Southern Highlands and Shoalhaven,1,100
13710,Swans Crossing,108,Mid North Coast,1,100
13711,Swansea (NSW),111,Newcastle and Lake Macquarie,1,100
13712,Swansea Heads,111,Newcastle and Lake Macquarie,1,100
13713,Sweetmans Creek,106,Hunter Valley exc Newcastle,1,100
13714,Sydenham (NSW),117,Sydney - City and Inner South,1,100
13715,Sydney,117,Sydney - City and Inner South,1,100
13716,Sydney Olympic Park,125,Sydney - Parramatta,1,99.9999983
13717,Sylvania,128,Sydney - Sutherland,1,100
13718,Sylvania Waters,128,Sydney - Sutherland,1,100
13719,Tabbil Creek,106,Hunter Valley exc Newcastle,1,100
13720,Tabbimoble,112,Richmond - Tweed,0.9999997,99.9999688
13721,Tabbita,113,Riverina,1,100
13722,Table Top,109,Murray,1,100
13723,Tabulam,110,New England and North West,0.7012986,70.1298619
13723,Tabulam,112,Richmond - Tweed,0.2987014,29.8701381
13724,Tacoma,102,Central Coast,1,100
13725,Tacoma South,102,Central Coast,1,100
13726,Tahlee,106,Hunter Valley exc Newcastle,1,100
13727,Tahmoor,123,Sydney - Outer South West,1,100
13728,Talarm,108,Mid North Coast,1,100
13729,Talawanta,105,Far West and Orana,1,100
13730,Talbingo,113,Riverina,1,100
13731,Tallawang,103,Central West,1,100
13732,Tallimba,103,Central West,1,100
13733,Tallong,101,Capital Region,1,100
13734,Tallowal,114,Southern Highlands and Shoalhaven,1,100
13735,Tallowwood Ridge,104,Coffs Harbour - Grafton,1,100
13736,Tallwood,103,Central West,1,100
13737,Tallwoods Village,108,Mid North Coast,1,100
13738,Talmalmo,109,Murray,1,100
13739,Talofa,112,Richmond - Tweed,1,100
13740,Taloumbi,104,Coffs Harbour - Grafton,1,100
13741,Tamarama,118,Sydney - Eastern Suburbs,1,100
13742,Tamban,108,Mid North Coast,1,100
13743,Tambar Springs,105,Far West and Orana,0.1505376,15.0537648
13743,Tambar Springs,110,New England and North West,0.8494624,84.9462352
13744,Tambaroora,103,Central West,1,100
13745,Taminda,110,New England and North West,1,100
13746,Tamworth,110,New England and North West,1,100
13747,Tanglewood,112,Richmond - Tweed,1,100
13748,Tanilba Bay,106,Hunter Valley exc Newcastle,1,100
13749,Tanja,101,Capital Region,1,100
13750,Tannabar,105,Far West and Orana,1,100
13751,Tannas Mount,103,Central West,1,100
13752,Tantangara,101,Capital Region,1,100
13753,Tantawangalo,101,Capital Region,1,100
13754,Tantonan,109,Murray,1,100
13755,Tapitallee,114,Southern Highlands and Shoalhaven,1,100
13756,Tara (NSW),113,Riverina,1,100
13757,Taradale (NSW),113,Riverina,1,100
13758,Tarago,101,Capital Region,1,100
13759,Taralga,101,Capital Region,1,100
13760,Tarana,103,Central West,1,100
13761,Tarban,110,New England and North West,1,100
13762,Tarbuck Bay,108,Mid North Coast,1,100
13763,Tarcutta,113,Riverina,1,100
13764,Taree,108,Mid North Coast,1,100
13765,Taree South,108,Mid North Coast,1,100
13766,Taren Point,128,Sydney - Sutherland,1,100
13767,Tarlo,101,Capital Region,1,100
13768,Tarraganda,101,Capital Region,1,100
13769,Tarrawanna,107,Illawarra,1,100
13770,Tarriaro,110,New England and North West,1,100
13771,Tarro,111,Newcastle and Lake Macquarie,1,100
13772,Tascott,102,Central Coast,1,100
13773,Tatham,112,Richmond - Tweed,1,100
13774,Tathra,101,Capital Region,1,100
13775,Tatton,113,Riverina,1,100
13776,Taylors Arm,108,Mid North Coast,1,100
13777,Taylors Beach (NSW),106,Hunter Valley exc Newcastle,1,100
13778,Taylors Flat,101,Capital Region,1,100
13779,Tea Gardens,106,Hunter Valley exc Newcastle,1,100
13780,Telarah,106,Hunter Valley exc Newcastle,1,100
13781,Telegraph Point,108,Mid North Coast,1,100
13782,Telopea,125,Sydney - Parramatta,1,100
13783,Temagog,108,Mid North Coast,1,100
13784,Temora,113,Riverina,1,100
13785,Tempe,117,Sydney - City and Inner South,1,100
13786,Ten Mile Hollow,102,Central Coast,0.6666667,66.6666667
13786,Ten Mile Hollow,115,Sydney - Baulkham Hills and Hawkesbury,0.3333333,33.3333333
13787,Tenambit,106,Hunter Valley exc Newcastle,1,100
13788,Tenandra,105,Far West and Orana,1,100
13789,Tennyson (NSW),115,Sydney - Baulkham Hills and Hawkesbury,1,100
13790,Tennyson Point,126,Sydney - Ryde,1,100
13791,Tenterden (NSW),110,New England and North West,1,100
13792,Tenterfield,110,New England and North West,1,100
13793,Teralba,111,Newcastle and Lake Macquarie,1,100
13794,Terania Creek,112,Richmond - Tweed,1,100
13795,Terara,114,Southern Highlands and Shoalhaven,1,100
13796,Teridgerie,105,Far West and Orana,1,100
13797,Termeil,114,Southern Highlands and Shoalhaven,1,100
13798,Terrabella,105,Far West and Orana,1,100
13799,Terrace Creek,112,Richmond - Tweed,1,100
13800,Terragon,112,Richmond - Tweed,1,100
13801,Terramungamine,105,Far West and Orana,1,100
13802,Terranora,112,Richmond - Tweed,1,100
13803,Terreel,108,Mid North Coast,1,100
13804,Terrey Hills,122,Sydney - Northern Beaches,1,100
13805,Terrigal,102,Central Coast,1,100
13806,Terry Hie Hie,110,New England and North West,1,100
13807,Teven,112,Richmond - Tweed,1,100
13808,Tewinga,108,Mid North Coast,1,100
13809,Texas (NSW),110,New England and North West,1,100
13810,Thalgarrah,110,New England and North West,1,100
13811,Tharbogang,113,Riverina,1,100
13812,The Angle,101,Capital Region,1,100
13813,The Bight,108,Mid North Coast,1,100
13814,The Branch,108,Mid North Coast,1,100
13815,The Brothers,101,Capital Region,1,100
13816,The Channon,112,Richmond - Tweed,1,100
13817,The Devils Wilderness,124,Sydney - Outer West and Blue Mountains,1,100
13818,The Entrance,102,Central Coast,1,100
13819,The Entrance North,102,Central Coast,1,100
13820,The Freshwater,104,Coffs Harbour - Grafton,1,100
13821,The Gap (Richmond Valley - NSW),112,Richmond - Tweed,1,100
13822,The Gap (Wagga Wagga - NSW),113,Riverina,1,100
13823,The Glen (NSW),112,Richmond - Tweed,1,100
13824,The Gulf,104,Coffs Harbour - Grafton,0.5,50
13824,The Gulf,110,New England and North West,0.5,50
13825,The Hatch,108,Mid North Coast,1,100
13826,The Hill,111,Newcastle and Lake Macquarie,1,100
13827,The Junction,111,Newcastle and Lake Macquarie,1,100
13828,The Lagoon,103,Central West,1,100
13829,The Marra,105,Far West and Orana,1,100
13830,The Meadows,103,Central West,1,100
13831,The Oaks,123,Sydney - Outer South West,1,100
13832,The Pilliga,110,New England and North West,1,100
13833,The Pinnacles,104,Coffs Harbour - Grafton,1,100
13834,The Pocket,112,Richmond - Tweed,1,100
13835,The Ponds,116,Sydney - Blacktown,1,100
13836,The Ridgeway,101,Capital Region,1,100
13837,The Risk,112,Richmond - Tweed,1,100
13838,The Rock,113,Riverina,1,100
13839,The Rocks (Bathurst Regional - NSW),103,Central West,1,100
13840,The Rocks (Sydney - NSW),117,Sydney - City and Inner South,1,100
13841,The Sandon,104,Coffs Harbour - Grafton,1,100
13842,The Slopes,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13843,The Whiteman,104,Coffs Harbour - Grafton,1,100
13844,Theresa Creek (NSW),112,Richmond - Tweed,1,100
13845,Theresa Park,123,Sydney - Outer South West,1,100
13846,Thirldene,110,New England and North West,1,100
13847,Thirlmere,123,Sydney - Outer South West,1,100
13848,Thirroul,107,Illawarra,1,100
13849,Thora,104,Coffs Harbour - Grafton,1,100
13850,Thornleigh,121,Sydney - North Sydney and Hornsby,0.9510761,95.1076107
13850,Thornleigh,126,Sydney - Ryde,0.0489239,4.8923893
13851,Thornton (NSW),106,Hunter Valley exc Newcastle,1,100
13852,Thrumster,108,Mid North Coast,1,100
13853,Thuddungra,101,Capital Region,1,100
13854,Thule,109,Murray,1,100
13855,Thumb Creek,108,Mid North Coast,1,100
13856,Thurgoona,109,Murray,1,100
13857,Thyra,109,Murray,1,100
13858,Tianjara,114,Southern Highlands and Shoalhaven,1,100
13859,Tibbuc,108,Mid North Coast,1,100
13860,Tibooburra,105,Far West and Orana,1,100
13861,Tichborne,103,Central West,1,100
13862,Tichular,103,Central West,1,100
13863,Tighes Hill,111,Newcastle and Lake Macquarie,1,100
13864,Tilba Tilba,101,Capital Region,1,100
13865,Tilbuster,110,New England and North West,1,100
13866,Tilligerry Creek,106,Hunter Valley exc Newcastle,1,100
13867,Tilpa,105,Far West and Orana,1,100
13868,Timbarra (NSW),110,New England and North West,1,100
13869,Timbillica,101,Capital Region,1,100
13870,Timbumburi,110,New England and North West,1,100
13871,Timor (NSW),106,Hunter Valley exc Newcastle,1,100
13872,Tindarey,105,Far West and Orana,1,100
13873,Tinderry,101,Capital Region,1,100
13874,Tingha,110,New England and North West,1,100
13875,Tingira Heights,111,Newcastle and Lake Macquarie,1,100
13876,Tinonee,108,Mid North Coast,1,100
13877,Tinpot,101,Capital Region,1,100
13878,Tintenbar,112,Richmond - Tweed,1,100
13879,Tintinhull,110,New England and North West,1,100
13880,Tiona,108,Mid North Coast,1,100
13881,Tipperary (NSW),108,Mid North Coast,1,100
13882,Tiri,108,Mid North Coast,1,100
13883,Tirrannaville,101,Capital Region,1,100
13884,Titaatee Creek,108,Mid North Coast,1,100
13885,Tocal (NSW),106,Hunter Valley exc Newcastle,1,100
13886,Tocumwal,109,Murray,1,100
13887,Tolland,113,Riverina,1,100
13888,Tolwong,114,Southern Highlands and Shoalhaven,1,100
13889,Tomago,106,Hunter Valley exc Newcastle,1,100
13890,Tomakin,101,Capital Region,1,100
13891,Tomalla,106,Hunter Valley exc Newcastle,0.9999995,99.9999524
13892,Tombong,101,Capital Region,1,100
13893,Tomboye,101,Capital Region,1,100
13894,Tomerong,114,Southern Highlands and Shoalhaven,1,100
13895,Tomewin,112,Richmond - Tweed,1,100
13896,Tomingley,105,Far West and Orana,1,100
13897,Tomki,112,Richmond - Tweed,1,100
