SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
50925,Merilup,509,Western Australia - Wheat Belt,1,100
50926,Merivale,511,Western Australia - Outback (South),1,100
50927,Merkanooka,511,Western Australia - Outback (South),1,100
50928,Merredin,509,Western Australia - Wheat Belt,1,100
50929,Merriwa (WA),505,Perth - North West,1,100
50930,Meru,511,Western Australia - Outback (South),1,100
50931,Metricup,501,Bunbury,1,100
50932,Mettler,509,Western Australia - Wheat Belt,1,100
50933,Miamoon,509,Western Australia - Wheat Belt,1,100
50934,Middle Swan,504,Perth - North East,1,100
50935,Middlesex (WA),501,Bunbury,1,100
50936,Middleton Beach,509,Western Australia - Wheat Belt,1,100
50937,Midland,504,Perth - North East,1,100
50938,Midvale,504,Perth - North East,1,100
50939,Miling,509,Western Australia - Wheat Belt,1,100
50940,Millars Well,510,Western Australia - Outback (North),1,100
50941,Millbridge,501,Bunbury,1,100
50942,Millbrook (WA),509,Western Australia - Wheat Belt,1,100
50943,Millendon,504,Perth - North East,1,100
50944,Mills Lake,509,Western Australia - Wheat Belt,1,100
50945,Millstream (WA),510,Western Australia - Outback (North),1,100
50946,Milo,511,Western Australia - Outback (South),1,100
50947,Milpara,509,Western Australia - Wheat Belt,1,100
50948,Mimegarra,509,Western Australia - Wheat Belt,1,100
50949,Mindarabin,509,Western Australia - Wheat Belt,1,100
50950,Mindarie (WA),505,Perth - North West,1,100
50951,Mindarra,509,Western Australia - Wheat Belt,1,100
50952,Minding,509,Western Australia - Wheat Belt,1,100
50953,Mingenew,511,Western Australia - Outback (South),1,100
50954,Minigin,509,Western Australia - Wheat Belt,1,100
50955,Minilya,511,Western Australia - Outback (South),1,100
50956,Minnenooka,511,Western Australia - Outback (South),1,100
50957,Minnivale,509,Western Australia - Wheat Belt,1,100
50958,Minyirr,510,Western Australia - Outback (North),1,100
50959,Mira Mar,509,Western Australia - Wheat Belt,1,100
50960,Mirrabooka (WA),505,Perth - North West,1,100
50961,Mitchell Plateau,510,Western Australia - Outback (North),1,100
50962,Mobrup,509,Western Australia - Wheat Belt,1,100
50963,Mocardy,509,Western Australia - Wheat Belt,1,100
50964,Mogumber,509,Western Australia - Wheat Belt,1,100
50965,Mokine,509,Western Australia - Wheat Belt,1,100
50966,Mokup,509,Western Australia - Wheat Belt,1,100
50967,Mollerin,509,Western Australia - Wheat Belt,1,100
50968,Molloy Island,501,Bunbury,1,100
50969,Monjebup,509,Western Australia - Wheat Belt,1,100
50970,Monjingup,511,Western Australia - Outback (South),1,100
50971,Moodiarrup,509,Western Australia - Wheat Belt,1,100
50972,Moojebing,509,Western Australia - Wheat Belt,1,100
50973,Mooliabeenee,509,Western Australia - Wheat Belt,1,100
50974,Moondah,509,Western Australia - Wheat Belt,1,100
50975,Moondyne,509,Western Australia - Wheat Belt,1,100
50976,Moonies Hill,509,Western Australia - Wheat Belt,1,100
50977,Moonyoonooka,511,Western Australia - Outback (South),1,100
50978,Moora (WA),509,Western Australia - Wheat Belt,1,100
50979,Moore River National Park,509,Western Australia - Wheat Belt,1,100
50980,Mooriary,511,Western Australia - Outback (South),1,100
50981,Moorine Rock,509,Western Australia - Wheat Belt,1,100
50982,Morangup,509,Western Australia - Wheat Belt,1,100
50983,Morawa,511,Western Australia - Outback (South),1,100
50984,Morbinning,509,Western Australia - Wheat Belt,1,100
50985,Mordalup,501,Bunbury,1,100
50986,Moresby (WA),511,Western Australia - Outback (South),1,100
50987,Morgantown,511,Western Australia - Outback (South),1,100
50988,Morley,504,Perth - North East,1,100
50989,Mornington (WA),501,Bunbury,1,100
50990,Mosman Park (WA),503,Perth - Inner,1,100
50991,Moulyinning,509,Western Australia - Wheat Belt,1,100
50992,Mount Adams,511,Western Australia - Outback (South),1,100
50993,Mount Anketell,510,Western Australia - Outback (North),1,100
50994,Mount Barker (WA),509,Western Australia - Wheat Belt,1,100
50995,Mount Budd,511,Western Australia - Outback (South),1,100
50996,Mount Burges,511,Western Australia - Outback (South),1,100
50997,Mount Caroline,509,Western Australia - Wheat Belt,1,100
50998,Mount Claremont,503,Perth - Inner,1,100
50999,Mount Clarence,509,Western Australia - Wheat Belt,1,100
51000,Mount Elphinstone,509,Western Australia - Wheat Belt,1,100
51001,Mount Erin,511,Western Australia - Outback (South),1,100
51002,Mount Hampton,509,Western Australia - Wheat Belt,1,100
51003,Mount Hardey,509,Western Australia - Wheat Belt,1,100
51004,Mount Hardman,510,Western Australia - Outback (North),1,100
51005,Mount Hawthorn,503,Perth - Inner,1,100
51006,Mount Helena,504,Perth - North East,1,100
51007,Mount Hill,511,Western Australia - Outback (South),1,100
51008,Mount Holland,509,Western Australia - Wheat Belt,1,100
51009,Mount Horner,511,Western Australia - Outback (South),1,100
51010,Mount Jackson,509,Western Australia - Wheat Belt,1,100
51011,Mount Lawley,503,Perth - Inner,0.9884263,98.8426339
51011,Mount Lawley,504,Perth - North East,0.0115737,1.157366
51012,Mount Lindesay (WA),509,Western Australia - Wheat Belt,1,100
51013,Mount Madden,509,Western Australia - Wheat Belt,1,100
51014,Mount Magnet,511,Western Australia - Outback (South),1,100
51015,Mount Melville,509,Western Australia - Wheat Belt,1,100
51016,Mount Nasura,506,Perth - South East,1,100
51017,Mount Ney,511,Western Australia - Outback (South),1,100
51018,Mount Observation (WA),509,Western Australia - Wheat Belt,1,100
51019,Mount Palmer,509,Western Australia - Wheat Belt,1,100
51020,Mount Pleasant (WA),507,Perth - South West,1,100
51021,Mount Richon,506,Perth - South East,1,100
51022,Mount Romance,509,Western Australia - Wheat Belt,1,100
51023,Mount Sheila,510,Western Australia - Outback (North),1,100
51024,Mount Sheridan (WA),509,Western Australia - Wheat Belt,1,100
51025,Mount Stirling,509,Western Australia - Wheat Belt,1,100
51026,Mount Tarcoola,511,Western Australia - Outback (South),1,100
51027,Mount Walker (WA),509,Western Australia - Wheat Belt,1,100
51028,Mount Wells,509,Western Australia - Wheat Belt,1,100
51029,Mouroubra,509,Western Australia - Wheat Belt,1,100
51030,Muchea,509,Western Australia - Wheat Belt,1,100
51031,Muckenburra,509,Western Australia - Wheat Belt,1,100
51032,Mueller Ranges,510,Western Australia - Outback (North),1,100
51033,Muja,501,Bunbury,1,100
51034,Mukinbudin,509,Western Australia - Wheat Belt,1,100
51035,Mulataga,510,Western Australia - Outback (North),1,100
51036,Mulga Downs,510,Western Australia - Outback (North),1,100
51037,Mullaloo,505,Perth - North West,1,100
51038,Mullalyup,501,Bunbury,1,100
51039,Mullewa,511,Western Australia - Outback (South),1,100
51040,Mullingar,511,Western Australia - Outback (South),1,100
51041,Muluckine,509,Western Australia - Wheat Belt,1,100
51042,Mumballup,501,Bunbury,1,100
51043,Mumberkine,509,Western Australia - Wheat Belt,1,100
51044,Mundabullangana,510,Western Australia - Outback (North),1,100
51045,Mundaring,504,Perth - North East,1,100
51046,Mundijong,506,Perth - South East,1,100
51047,Mundrabilla,511,Western Australia - Outback (South),1,100
51048,Mungalup,501,Bunbury,1,100
51049,Munglinup,511,Western Australia - Outback (South),1,100
51050,Munster,507,Perth - South West,1,100
51051,Muntadgin,509,Western Australia - Wheat Belt,1,100
51052,Muradup,509,Western Australia - Wheat Belt,1,100
51053,Murchison (WA),511,Western Australia - Outback (South),1,100
51054,Murdoch,507,Perth - South West,1,100
51055,Murdong,509,Western Australia - Wheat Belt,1,100
51056,Muresk,509,Western Australia - Wheat Belt,1,100
51057,Myalup,501,Bunbury,1,100
51058,Myara,509,Western Australia - Wheat Belt,1,100
51059,Myaree,507,Perth - South West,1,100
51060,Myrup,511,Western Australia - Outback (South),1,100
51061,Nabawa,511,Western Australia - Outback (South),1,100
51062,Nairibin,509,Western Australia - Wheat Belt,1,100
51063,Nalkain,509,Western Australia - Wheat Belt,1,100
51064,Nalyerlup,509,Western Australia - Wheat Belt,1,100
51065,Namban,509,Western Australia - Wheat Belt,1,100
51066,Nambeelup,502,Mandurah,1,100
51067,Nambung,509,Western Australia - Wheat Belt,1,100
51068,Nanarup,509,Western Australia - Wheat Belt,1,100
51069,Nanga,511,Western Australia - Outback (South),1,100
51070,Nanga Brook,501,Bunbury,1,100
51071,Nangeenan,509,Western Australia - Wheat Belt,1,100
51072,Nangetty,511,Western Australia - Outback (South),1,100
51073,Nannup,501,Bunbury,1,100
51074,Nanson,511,Western Australia - Outback (South),1,100
51075,Nanutarra,510,Western Australia - Outback (North),1,100
51076,Napier,509,Western Australia - Wheat Belt,1,100
51077,Naraling,511,Western Australia - Outback (South),1,100
51078,Narembeen,509,Western Australia - Wheat Belt,1,100
51079,Narngulu,511,Western Australia - Outback (South),1,100
51080,Narra Tarra,511,Western Australia - Outback (South),1,100
51081,Narraloggan,509,Western Australia - Wheat Belt,1,100
51082,Narrikup,509,Western Australia - Wheat Belt,1,100
51083,Narrogin,509,Western Australia - Wheat Belt,1,100
51084,Narrogin Valley,509,Western Australia - Wheat Belt,1,100
51085,Naturaliste,501,Bunbury,1,100
51086,Naval Base,507,Perth - South West,1,100
51087,Neale,511,Western Australia - Outback (South),1,100
51088,Nedlands,503,Perth - Inner,1,100
51089,Needilup,509,Western Australia - Wheat Belt,1,100
51090,Neendaling,509,Western Australia - Wheat Belt,1,100
51091,Neerabup,505,Perth - North West,1,100
51092,Neergabby,509,Western Australia - Wheat Belt,1,100
51093,Nembudding,509,Western Australia - Wheat Belt,1,100
51094,Neridup,511,Western Australia - Outback (South),1,100
51095,Nerramyne,511,Western Australia - Outback (South),1,100
51096,Nerren Nerren,511,Western Australia - Outback (South),1,100
51097,New Norcia,509,Western Australia - Wheat Belt,1,100
51098,Newcarlbeon,509,Western Australia - Wheat Belt,1,100
51099,Newdegate,509,Western Australia - Wheat Belt,1,100
51100,Newlands (WA),501,Bunbury,1,100
51101,Newman,510,Western Australia - Outback (North),1,100
51102,Ngaanyatjarra-Giles,511,Western Australia - Outback (South),1,100
51103,Nickol,510,Western Australia - Outback (North),1,100
51104,Nilgen,509,Western Australia - Wheat Belt,1,100
51105,Nillup,501,Bunbury,1,100
51106,Ningaloo,511,Western Australia - Outback (South),1,100
51107,Nippering,509,Western Australia - Wheat Belt,1,100
51108,Nirimba,502,Mandurah,1,100
51109,Noggerup,501,Bunbury,1,100
51110,Nokaning,509,Western Australia - Wheat Belt,1,100
51111,Nolba,511,Western Australia - Outback (South),1,100
51112,Nollamara,505,Perth - North West,1,100
51113,Nomans Lake,509,Western Australia - Wheat Belt,1,100
51114,Noranda,504,Perth - North East,1,100
51115,Nornalup,509,Western Australia - Wheat Belt,1,100
51116,Norpa,509,Western Australia - Wheat Belt,1,100
51117,Norseman,511,Western Australia - Outback (South),1,100
51118,North Baandee,509,Western Australia - Wheat Belt,1,100
51119,North Bannister,509,Western Australia - Wheat Belt,1,100
51120,North Beach (WA),505,Perth - North West,1,100
51121,North Bodallin,509,Western Australia - Wheat Belt,1,100
51122,North Boyanup,501,Bunbury,1,100
51123,North Burngup,509,Western Australia - Wheat Belt,1,100
51124,North Cascade,511,Western Australia - Outback (South),1,100
51125,North Coogee,507,Perth - South West,1,100
51126,North Dandalup,502,Mandurah,1,100
51127,North Eradu,511,Western Australia - Outback (South),1,100
51128,North Fremantle,507,Perth - South West,1,100
51129,North Greenbushes,501,Bunbury,1,100
51130,North Jindong,501,Bunbury,1,100
51131,North Kellerberrin,509,Western Australia - Wheat Belt,1,100
51132,North Kukerin,509,Western Australia - Wheat Belt,1,100
51133,North Kununoppin,509,Western Australia - Wheat Belt,1,100
51134,North Lake,507,Perth - South West,1,100
51135,North Lake Grace,509,Western Australia - Wheat Belt,1,100
51136,North Moulyinning,509,Western Australia - Wheat Belt,1,100
51137,North Perth,503,Perth - Inner,1,100
51138,North Plantations,511,Western Australia - Outback (South),1,100
51139,North Stirlings,509,Western Australia - Wheat Belt,1,100
51140,North Tammin,509,Western Australia - Wheat Belt,1,100
51141,North Trayning,509,Western Australia - Wheat Belt,1,100
51142,North Walpole,501,Bunbury,1,100
51143,North West Cape,511,Western Australia - Outback (South),0.9999998,99.9999756
51144,North Wialki,509,Western Australia - Wheat Belt,1,100
51145,North Yelbeni,509,Western Australia - Wheat Belt,1,100
51146,North Yunderup,502,Mandurah,1,100
51147,Northam,509,Western Australia - Wheat Belt,1,100
51148,Northampton,511,Western Australia - Outback (South),1,100
51149,Northbridge (WA),503,Perth - Inner,1,100
51150,Northcliffe,501,Bunbury,1,100
51151,Northern Gully,511,Western Australia - Outback (South),1,100
51152,Nowergup,505,Perth - North West,1,100
51153,Nugadong,509,Western Australia - Wheat Belt,1,100
51154,Nukarni,509,Western Australia - Wheat Belt,1,100
51155,Nullagine,510,Western Australia - Outback (North),1,100
51156,Nullaki,509,Western Australia - Wheat Belt,1,100
51157,Nulsen,511,Western Australia - Outback (South),1,100
51158,Nungarin,509,Western Australia - Wheat Belt,1,100
51159,Nunierra,511,Western Australia - Outback (South),1,100
51160,Nunile,509,Western Australia - Wheat Belt,1,100
51161,Nyabing,509,Western Australia - Wheat Belt,1,100
51162,O'Connor (WA),507,Perth - South West,1,100
51163,Oakajee,511,Western Australia - Outback (South),1,100
51164,Oakford,506,Perth - South East,1,100
51165,Ocean Beach,509,Western Australia - Wheat Belt,1,100
51166,Ocean Reef,505,Perth - North West,1,100
51167,Ogilvie,511,Western Australia - Outback (South),1,100
51168,Old Plains,509,Western Australia - Wheat Belt,1,100
51169,Oldbury,506,Perth - South East,1,100
51170,Ongerup,509,Western Australia - Wheat Belt,1,100
51171,Onslow,510,Western Australia - Outback (North),1,100
51172,Oombulgurri,510,Western Australia - Outback (North),1,100
51173,Ora Banda,511,Western Australia - Outback (South),1,100
51174,Orana,509,Western Australia - Wheat Belt,1,100
51175,Orange Grove (WA),506,Perth - South East,1,100
51176,Orange Springs,509,Western Australia - Wheat Belt,1,100
51177,Orchid Valley,509,Western Australia - Wheat Belt,1,100
51178,Ord River,510,Western Australia - Outback (North),1,100
51179,Orelia,507,Perth - South West,1,100
51180,Osborne Park,505,Perth - North West,1,100
51181,Osmington,501,Bunbury,1,100
51182,Padbury,505,Perth - North West,1,100
51183,Palgarup,501,Bunbury,1,100
51184,Pallinup,509,Western Australia - Wheat Belt,1,100
51185,Palmdale (WA),509,Western Australia - Wheat Belt,1,100
51186,Palmer (WA),501,Bunbury,1,100
51187,Palmyra (WA),507,Perth - South West,1,100
51188,Pannawonica,510,Western Australia - Outback (North),1,100
51189,Pantapin,509,Western Australia - Wheat Belt,1,100
51190,Paraburdoo,510,Western Australia - Outback (North),1,100
51191,Paradise (WA),501,Bunbury,1,100
51192,Pardoo,510,Western Australia - Outback (North),1,100
51193,Parker Range,509,Western Australia - Wheat Belt,1,100
51194,Parkerville,504,Perth - North East,1,100
51195,Parkeston,511,Western Australia - Outback (South),1,100
51196,Parkfield,501,Bunbury,1,100
51197,Parklands (WA),502,Mandurah,1,100
51198,Parkwood (WA),506,Perth - South East,1,100
51199,Parmelia,507,Perth - South West,1,100
51200,Parryville,509,Western Australia - Wheat Belt,1,100
51201,Paulls Valley,506,Perth - South East,1,100
51202,Paynedale,501,Bunbury,1,100
51203,Paynes Find,511,Western Australia - Outback (South),1,100
51204,Paynesville (WA),511,Western Australia - Outback (South),1,100
51205,Peaceful Bay,509,Western Australia - Wheat Belt,1,100
51206,Peak Hill (WA),511,Western Australia - Outback (South),1,100
51207,Pearsall,505,Perth - North West,1,100
51208,Peedamulla,510,Western Australia - Outback (North),1,100
51209,Peerabeelup,501,Bunbury,1,100
51210,Pegs Creek,510,Western Australia - Outback (North),1,100
51211,Pelican Point (WA),501,Bunbury,1,100
51212,Pemberton,501,Bunbury,1,100
51213,Peppermint Grove,503,Perth - Inner,1,100
51214,Peppermint Grove Beach,501,Bunbury,1,100
51215,Perenjori,511,Western Australia - Outback (South),1,100
51216,Perillup,509,Western Australia - Wheat Belt,1,100
51217,Peron,507,Perth - South West,1,100
51218,Perth (WA),503,Perth - Inner,1,100
51219,Perth Airport,506,Perth - South East,0.9999982,99.9998214
51220,Perup,501,Bunbury,1,100
51221,Petrudor,509,Western Australia - Wheat Belt,1,100
51222,Piara Waters,506,Perth - South East,1,100
51223,Piawaning,509,Western Australia - Wheat Belt,1,100
51224,Piccadilly (WA),511,Western Australia - Outback (South),1,100
51225,Pickering Brook,506,Perth - South East,1,100
51226,Picton (WA),501,Bunbury,1,100
51227,Picton East,501,Bunbury,1,100
51228,Piesse Brook,506,Perth - South East,1,100
51229,Piesseville,509,Western Australia - Wheat Belt,1,100
51230,Pindar,511,Western Australia - Outback (South),1,100
51231,Pingaring,509,Western Australia - Wheat Belt,1,100
51232,Pingelly,509,Western Australia - Wheat Belt,1,100
51233,Pingrup,509,Western Australia - Wheat Belt,1,100
51234,Pinjar,505,Perth - North West,1,100
51235,Pinjarra,502,Mandurah,1,100
51236,Pink Lake,511,Western Australia - Outback (South),1,100
51237,Pintharuka,511,Western Australia - Outback (South),1,100
51238,Pinwernying,509,Western Australia - Wheat Belt,1,100
51239,Pippingarra,510,Western Australia - Outback (North),1,100
51240,Pithara,509,Western Australia - Wheat Belt,1,100
51241,Plumridge Lakes,511,Western Australia - Outback (South),1,100
51242,Point Grey,502,Mandurah,1,100
51243,Point Samson,510,Western Australia - Outback (North),1,100
51244,Popanyinning,509,Western Australia - Wheat Belt,1,100
51245,Porongurup,509,Western Australia - Wheat Belt,1,100
51246,Port Albany,509,Western Australia - Wheat Belt,1,100
51247,Port Denison,511,Western Australia - Outback (South),1,100
51248,Port Hedland,510,Western Australia - Outback (North),1,100
51249,Port Kennedy,507,Perth - South West,1,100
51250,Postans,507,Perth - South West,1,100
51251,Preston Beach,501,Bunbury,1,100
51252,Preston Settlement,501,Bunbury,1,100
51253,Prevelly,501,Bunbury,1,100
51254,Prince Regent River,510,Western Australia - Outback (North),1,100
51255,Pumphreys Bridge,509,Western Australia - Wheat Belt,1,100
51256,Purnululu,510,Western Australia - Outback (North),1,100
51257,Quairading,509,Western Australia - Wheat Belt,1,100
51258,Qualeup,509,Western Australia - Wheat Belt,1,100
51259,Quedjinup,501,Bunbury,1,100
51260,Queens Park (WA),506,Perth - South East,1,100
51261,Queenwood,501,Bunbury,1,100
51262,Quelagetting,509,Western Australia - Wheat Belt,1,100
51263,Quellington,509,Western Australia - Wheat Belt,1,100
51264,Quindalup,501,Bunbury,1,100
51265,Quindanning,509,Western Australia - Wheat Belt,1,100
51266,Quinninup,501,Bunbury,1,100
51267,Quinns Rocks,505,Perth - North West,1,100
51268,Ranford,509,Western Australia - Wheat Belt,1,100
51269,Rangeway,511,Western Australia - Outback (South),1,100
51270,Ravensthorpe,511,Western Australia - Outback (South),1,100
51271,Ravenswood (WA),502,Mandurah,1,100
51272,Rawlinna,511,Western Australia - Outback (South),1,100
51273,Red Gully,509,Western Australia - Wheat Belt,1,100
51274,Red Hill (WA),504,Perth - North East,1,100
51275,Redbank (WA),510,Western Australia - Outback (North),1,100
51276,Redcliffe (WA),506,Perth - South East,1,100
51277,Redgate (WA),501,Bunbury,1,100
51278,Redmond,509,Western Australia - Wheat Belt,1,100
51279,Redmond West,509,Western Australia - Wheat Belt,1,100
51280,Reedy,511,Western Australia - Outback (South),1,100
51281,Regans Ford,509,Western Australia - Wheat Belt,1,100
51282,Reinscourt,501,Bunbury,1,100
51283,Remlap,509,Western Australia - Wheat Belt,1,100
51284,Reservoir (WA),504,Perth - North East,1,100
51285,Ridgewood (WA),505,Perth - North West,1,100
51286,Ringbark,501,Bunbury,1,100
51287,Riverton (WA),506,Perth - South East,1,100
51288,Rivervale,506,Perth - South East,1,100
51289,Robinson,509,Western Australia - Wheat Belt,1,100
51290,Rockingham (WA),507,Perth - South West,1,100
51291,Rocklea (WA),510,Western Australia - Outback (North),1,100
51292,Rockwell,511,Western Australia - Outback (South),1,100
51293,Rocky Gully (WA),509,Western Australia - Wheat Belt,1,100
51294,Roebourne,510,Western Australia - Outback (North),1,100
51295,Roebuck,510,Western Australia - Outback (North),1,100
51296,Roelands,501,Bunbury,1,100
51297,Roleystone,506,Perth - South East,1,100
51298,Rosa Brook,501,Bunbury,1,100
51299,Rosa Glen,501,Bunbury,1,100
51300,Rossmore (WA),509,Western Australia - Wheat Belt,1,100
51301,Rossmoyne,506,Perth - South East,1,100
51302,Rothsay,511,Western Australia - Outback (South),1,100
51303,Rottnest Island,507,Perth - South West,1,100
51304,Ruabon,501,Bunbury,1,100
51305,Rudds Gully,511,Western Australia - Outback (South),1,100
51306,Ryansbrook,509,Western Australia - Wheat Belt,1,100
51307,Sabina River,501,Bunbury,1,100
51308,Safety Bay,507,Perth - South West,1,100
51309,Salmon Gums,511,Western Australia - Outback (South),1,100
51310,Salter Point,506,Perth - South East,1,100
51311,Samson,507,Perth - South West,1,100
51312,San Remo (WA),502,Mandurah,1,100
51313,Sandpatch,509,Western Australia - Wheat Belt,1,100
51314,Sandsprings,511,Western Australia - Outback (South),1,100
51315,Sandstone,511,Western Australia - Outback (South),1,100
51316,Sandy Gully (WA),511,Western Australia - Outback (South),1,100
51317,Sawyers Valley,504,Perth - North East,1,100
51318,Scaddan,511,Western Australia - Outback (South),1,100
51319,Scarborough (WA),505,Perth - North West,1,100
51320,Schroeder,501,Bunbury,1,100
51321,Scotsdale,509,Western Australia - Wheat Belt,1,100
51322,Scott River,501,Bunbury,1,100
51323,Scott River East,501,Bunbury,1,100
51324,Scotts Brook,501,Bunbury,1,100
51325,Seabird,509,Western Australia - Wheat Belt,1,100
51326,Secret Harbour,507,Perth - South West,1,100
51327,Seppings,509,Western Australia - Wheat Belt,1,100
51328,Serpentine (WA),506,Perth - South East,1,100
51329,Seville Grove,506,Perth - South East,1,100
51330,Shackleton,509,Western Australia - Wheat Belt,1,100
51331,Shadforth (WA),509,Western Australia - Wheat Belt,1,100
51332,Shannon (WA),501,Bunbury,1,100
51333,Shark Bay,511,Western Australia - Outback (South),1,100
51334,Shelley (WA),506,Perth - South East,1,100
51335,Shenton Park,503,Perth - Inner,1,100
51336,Sherlock (WA),510,Western Australia - Outback (North),1,100
51337,Shoalwater (WA),507,Perth - South West,1,100
51338,Shotts,501,Bunbury,1,100
51339,Siesta Park,501,Bunbury,1,100
51340,Silver Sands,502,Mandurah,1,100
51341,Sinagra,505,Perth - North West,1,100
51342,Sinclair,511,Western Australia - Outback (South),1,100
51343,Singleton (WA),507,Perth - South West,1,100
51344,Sir Samuel,511,Western Australia - Outback (South),1,100
51345,Skeleton Rock,509,Western Australia - Wheat Belt,1,100
51346,Smith Brook,501,Bunbury,1,100
51347,Solus,509,Western Australia - Wheat Belt,1,100
51348,Somerville (WA),511,Western Australia - Outback (South),1,100
51349,Sorrento (WA),505,Perth - North West,1,100
51350,South Bodallin,509,Western Australia - Wheat Belt,1,100
51351,South Boulder,511,Western Australia - Outback (South),1,100
51352,South Bunbury,501,Bunbury,1,100
51353,South Burracoppin,509,Western Australia - Wheat Belt,1,100
51354,South Carnarvon,511,Western Australia - Outback (South),1,100
51355,South Datatine,509,Western Australia - Wheat Belt,1,100
51356,South Doodlakine,509,Western Australia - Wheat Belt,1,100
51357,South Fremantle,507,Perth - South West,1,100
51358,South Glencoe,509,Western Australia - Wheat Belt,1,100
51359,South Greenough,511,Western Australia - Outback (South),1,100
51360,South Guildford,504,Perth - North East,1,99.9999991
51361,South Hedland,510,Western Australia - Outback (North),1,100
51362,South Kalgoorlie,511,Western Australia - Outback (South),1,100
51363,South Kukerin,509,Western Australia - Wheat Belt,1,100
51364,South Kumminin,509,Western Australia - Wheat Belt,1,100
51365,South Kununoppin,509,Western Australia - Wheat Belt,1,100
51366,South Lake,507,Perth - South West,1,100
51367,South Lake Grace,509,Western Australia - Wheat Belt,1,100
51368,South Murchison,511,Western Australia - Outback (South),1,100
51369,South Newdegate,509,Western Australia - Wheat Belt,1,100
51370,South Perth,506,Perth - South East,1,100
51371,South Plantations,511,Western Australia - Outback (South),1,100
51372,South Quairading,509,Western Australia - Wheat Belt,1,100
51373,South Stirling,509,Western Australia - Wheat Belt,1,100
51374,South Tammin,509,Western Australia - Wheat Belt,1,100
51375,South Trayning,509,Western Australia - Wheat Belt,1,100
51376,South Yelbeni,509,Western Australia - Wheat Belt,1,100
51377,South Yilgarn,509,Western Australia - Wheat Belt,1,100
51378,South Yuna,511,Western Australia - Outback (South),1,100
51379,South Yunderup,502,Mandurah,1,100
51380,Southampton (WA),501,Bunbury,1,100
51381,Southern Brook,509,Western Australia - Wheat Belt,1,100
51382,Southern Cross (WA),509,Western Australia - Wheat Belt,1,100
51383,Southern River,506,Perth - South East,1,100
51384,Spalding (WA),511,Western Australia - Outback (South),1,100
51385,Spearwood,507,Perth - South West,1,100
51386,Spencer Park,509,Western Australia - Wheat Belt,1,100
51387,Spencers Brook,509,Western Australia - Wheat Belt,1,100
51388,Springfield (WA),511,Western Australia - Outback (South),1,100
51389,Springs,509,Western Australia - Wheat Belt,1,100
51390,St George Ranges,510,Western Australia - Outback (North),1,100
51391,St James (WA),506,Perth - South East,1,100
51392,St Ronans,509,Western Australia - Wheat Belt,1,100
51393,Stake Hill,502,Mandurah,1,100
51394,Stirling (WA),505,Perth - North West,1,100
51395,Stirling Estate,501,Bunbury,1,100
51396,Stirling Range National Park,509,Western Australia - Wheat Belt,1,100
51397,Stoneville,504,Perth - North East,1,100
51398,Stove Hill,510,Western Australia - Outback (North),1,100
51399,Strathalbyn (WA),511,Western Australia - Outback (South),1,100
51400,Stratham,501,Bunbury,1,100
51401,Stratherne,509,Western Australia - Wheat Belt,1,100
51402,Stratton,504,Perth - North East,1,100
51403,Strelley,510,Western Australia - Outback (North),1,100
51404,Sturt Creek,510,Western Australia - Outback (North),1,100
51405,Subiaco,503,Perth - Inner,1,100
51406,Success,507,Perth - South West,1,100
51407,Sunnyside (WA),501,Bunbury,1,100
51408,Sunset Beach,511,Western Australia - Outback (South),1,100
51409,Swan View,504,Perth - North East,1,100
51410,Swanbourne,503,Perth - Inner,1,100
51411,Takalarup,509,Western Australia - Wheat Belt,1,100
51412,Talandji,510,Western Australia - Outback (North),1,100
51413,Talbot (WA),509,Western Australia - Wheat Belt,1,100
51414,Talbot West,509,Western Australia - Wheat Belt,1,100
51415,Talgomine,509,Western Australia - Wheat Belt,1,100
51416,Talisker,511,Western Australia - Outback (South),1,100
51417,Tamala,511,Western Australia - Outback (South),1,100
51418,Tamala Park,505,Perth - North West,1,100
51419,Tambellup,509,Western Australia - Wheat Belt,1,100
51420,Tammin,509,Western Australia - Wheat Belt,1,100
51421,Tampu,509,Western Australia - Wheat Belt,1,100
51422,Tanami (WA),510,Western Australia - Outback (North),1,100
51423,Tandegin,509,Western Australia - Wheat Belt,1,100
51424,Tapping,505,Perth - North West,1,100
51425,Tarcoola Beach,511,Western Australia - Outback (South),1,100
51426,Tardun,511,Western Australia - Outback (South),1,100
51427,Tarin Rock,509,Western Australia - Wheat Belt,1,100
51428,Teesdale (WA),509,Western Australia - Wheat Belt,1,100
51429,Telfer,510,Western Australia - Outback (North),1,100
51430,Tenindewa,511,Western Australia - Outback (South),1,100
51431,Tenterden (WA),509,Western Australia - Wheat Belt,1,100
51432,The Lakes,504,Perth - North East,1,100
51433,The Plains,501,Bunbury,1,100
51434,The Spectacles,507,Perth - South West,1,100
51435,The Vines,504,Perth - North East,1,100
51436,Thomson Brook,501,Bunbury,1,100
51437,Thornlie,506,Perth - South East,1,100
51438,Three Springs,511,Western Australia - Outback (South),1,100
51439,Throssell,509,Western Australia - Wheat Belt,1,100
51440,Tibradden,511,Western Australia - Outback (South),1,100
51441,Tincurrin,509,Western Australia - Wheat Belt,1,100
51442,Tingledale,509,Western Australia - Wheat Belt,1,100
51443,Tom Price,510,Western Australia - Outback (North),1,100
51444,Tonebridge,501,Bunbury,1,100
